district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,23/03/2024,7500000000.0,128.0,250.0,2.0,4.0,3.0,2.0,,SHM,,Full Furnished,
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,02/04/2024,11000000000.0,235.0,350.0,2.0,3.0,4.0,1.0,1.0,SHM,,Semi Furnished,2015.0
Palmerah,Jakarta Barat,-6.1942907,106.793333,16/04/2024,5250000000.0,210.0,176.0,1.0,3.0,2.0,,,SHM,,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,16/04/2024,3500000000.0,112.0,176.0,2.0,5.0,3.0,,1.0,AJB,,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,16/04/2024,4500000000.0,243.0,391.0,2.0,5.0,5.0,1.0,1.0,HGB,4400.0,Unfurnished,1995.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,16/04/2024,1750000000.0,67.0,162.0,3.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2000.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,16/04/2024,2750000000.0,117.0,202.0,2.0,3.0,2.0,2.0,1.0,SHM,2200.0,Unfurnished,2000.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,16/04/2024,3500000000.0,110.0,180.0,2.0,3.0,3.0,1.0,,SHM,3500.0,Semi Furnished,2010.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,22/05/2024,3980000000.0,127.0,160.0,3.0,3.0,3.0,2.0,1.0,SHM,4400.0,Full Furnished,2022.0
Jatinegara,Jakarta Timur,-6.2284425,106.8851503,13/05/2024,4553754998.0,90.0,146.0,3.0,3.0,3.0,2.0,,SHM,5500.0,Unfurnished,
Jatinegara,Jakarta Timur,-6.2284425,106.8851503,13/05/2024,6927292852.0,85.0,195.0,,,3.0,2.0,,HGB,6600.0,Unfurnished,
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,08/05/2024,1620000000.0,60.0,120.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2023.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,23/03/2024,7600000000.0,400.0,300.0,,3.0,2.0,2.0,,SHM,,,
Citra Gran,Cipayung,-6.3839687,106.9239961,15/05/2024,2300000000.0,160.0,170.0,10.0,3.0,2.0,2.0,,SHM,,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,02/03/2024,1750000000.0,90.0,132.0,2.0,3.0,2.0,,,SHM,,,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,15/03/2024,25500000000.0,569.0,500.0,2.0,5.0,5.0,2.0,1.0,SHM,23000.0,Full Furnished,2016.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,02/03/2024,2500000000.0,86.0,172.0,3.0,7.0,3.0,,,SHM,,,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,18/03/2024,2300000000.0,105.0,140.0,1.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2000.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/04/2024,6500000000.0,247.0,270.0,2.0,5.0,4.0,2.0,,SHM,,Unfurnished,
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,22/05/2024,579575100.0,41.0,32.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2022.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,04/04/2024,17500000.0,233.0,223.0,,,,,,SHM,8999.0,,2000.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,04/04/2024,2800000000.0,87.0,180.0,2.0,4.0,3.0,,,SHM,5499.0,,2000.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,04/04/2024,1700000000.0,75.0,110.0,2.0,2.0,3.0,,,SHM,2198.0,,1999.0
Makasar,Jakarta Timur,-6.2652116,106.8758468,19/04/2024,3500000000.0,161.0,191.0,2.0,4.0,3.0,2.0,,SHM,4400.0,Full Furnished,2016.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,12/04/2024,1600000000.0,72.0,70.0,,1.0,2.0,1.0,,SHM,,,
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,22/03/2024,1980000000.0,84.0,60.0,1.0,2.0,2.0,1.0,,SHM,,Unfurnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,02/06/2024,2150000000.0,139.0,139.0,,3.0,3.0,4.0,,SHM,2200.0,Unfurnished,
Menteng,Jakarta Pusat,-6.1937297,106.8392111,03/03/2024,70000000000.0,925.0,1585.0,2.0,9.0,9.0,,6.0,SHM,,Unfurnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,23/05/2024,42000000000.0,450.0,900.0,3.0,4.0,4.0,2.0,4.0,SHM,,Unfurnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,23/05/2024,32000000000.0,320.0,900.0,3.0,4.0,4.0,2.0,4.0,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,21/03/2024,3550000000.0,140.0,110.0,1.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,13/05/2024,18698740000.0,200.0,362.0,3.0,3.0,3.0,2.0,2.0,SHM,23000.0,Semi Furnished,
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,15/05/2024,225000000000.0,9632.0,3000.0,2.0,6.0,4.0,5.0,10.0,SHM,7700.0,Semi Furnished,
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,27/05/2024,225000000000.0,9632.0,3000.0,2.0,6.0,5.0,4.0,10.0,SHM,77.0,Semi Furnished,
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,05/03/2024,6825000000.0,540.0,540.0,1.0,7.0,4.0,,4.0,SHM,2400.0,Unfurnished,
Cipayung,Jakarta Timur,-6.3153539,106.8928693,07/03/2024,600000000.0,100.0,80.0,1.0,2.0,2.0,,,HGB,2200.0,Unfurnished,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,02/06/2024,5800000000.0,107.0,140.0,2.0,3.0,3.0,2.0,,SHM,3500.0,Unfurnished,
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/04/2024,17500000000.0,740.0,340.0,1.0,4.0,4.0,2.0,2.0,SHM,,Unfurnished,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,27/05/2024,3800000000.0,96.0,216.0,3.0,4.0,1.0,,,SHM,,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,4600000000.0,225.0,350.0,2.0,5.0,3.0,,,SHM,4400.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,1750000000.0,60.0,115.0,3.0,4.0,3.0,,,SHM,2200.0,,
Park Residence,Kebon Jeruk,-6.139144,106.712278,27/05/2024,1650000000.0,76.0,76.0,2.0,2.0,2.0,,,SHM,3500.0,,
Layar Permai,Penjaringan,-6.1079894,106.753827,27/05/2024,7500000000.0,150.0,330.0,3.0,4.0,3.0,,,SHM,,Full Furnished,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,02/03/2024,4500000000.0,180.0,264.0,2.0,4.0,4.0,,,SHM,,,
Taman Surya 2,Kali Deres,-6.1366751,106.7167328,04/03/2024,3000000000.0,200.0,200.0,1.0,5.0,2.0,,,SHM,,,
Jakarta Barat,Jakarta,-6.167430899999999,106.7637239,25/05/2024,1800000000.0,90.0,198.0,3.0,5.0,3.0,,,SHM,3500.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,04/03/2024,2700000000.0,88.0,252.0,3.0,4.0,4.0,,,SHM,3500.0,,
Mutiara Taman Palem,Cengkareng,-6.14035,106.7327369,27/05/2024,2700000000.0,120.0,220.0,2.0,5.0,2.0,,,HGB,3500.0,,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,26/05/2024,9500000000.0,370.0,370.0,3.0,4.0,6.0,,,SHM,,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,04/03/2024,1150000000.0,42.0,86.0,3.0,4.0,3.0,,,SHM,1300.0,,
Tambora,Jakarta Barat,-6.1477051,106.8072461,02/03/2024,1800000000.0,60.0,88.0,2.0,3.0,2.0,,,SHM,2200.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,4000000000.0,144.0,224.0,2.0,4.0,3.0,,,SHM,1300.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,1350000000.0,39.0,94.0,3.0,3.0,3.0,,,SHM,2200.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,1850000000.0,64.0,132.0,3.0,4.0,2.0,,,SHM,2200.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,02/06/2024,2700000000.0,142.0,227.0,2.0,4.0,3.0,,,SHM,3500.0,,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,02/06/2024,1450000000.0,60.0,132.0,3.0,4.0,4.0,,,SHM,1300.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,2600000000.0,72.0,144.0,3.0,7.0,3.0,,,SHM,2200.0,,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,27/05/2024,1700000000.0,90.0,132.0,2.0,3.0,2.0,,,SHM,2200.0,,
Grawisa,Grogol Petamburan,-6.1516261,106.7726266,25/05/2024,2250000000.0,165.0,135.0,1.0,4.0,2.0,,,SHM,3500.0,,
Citra Garden 2 Extension,Jakarta Barat,-6.1336179,106.6931972,27/05/2024,4900000000.0,190.0,300.0,2.0,3.0,3.0,,,SHM,4400.0,,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,27/05/2024,1750000000.0,104.0,156.0,2.0,2.0,1.0,,,SHM,2200.0,,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,26/05/2024,4050000000.0,200.0,320.0,2.0,5.0,3.0,,,SHM,,Semi Furnished,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,04/03/2024,1200000000.0,46.0,63.0,2.0,2.0,2.0,,,SHM,1300.0,,
Golden Palm Residence,Kebon Jeruk,-6.2197792,106.8217878,27/05/2024,960000000.0,50.0,68.0,2.0,2.0,1.0,,,SHM,1300.0,,
Jakarta Barat,Jakarta,-6.167430899999999,106.7637239,27/05/2024,2550000000.0,288.0,288.0,1.0,3.0,2.0,,,SHM,3500.0,Unfurnished,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,02/03/2024,3500000000.0,202.0,297.0,2.0,4.0,3.0,,,SHM,,,
Taman Ratu,Kebon Jeruk,-6.172144,106.7675632,02/06/2024,3100000000.0,90.0,210.0,3.0,4.0,3.0,,,PPJB,2200.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,02/06/2024,1450000000.0,57.0,134.0,3.0,3.0,3.0,,,SHM,2200.0,,
Citra Garden 5,Kebon Jeruk,-6.1214949,106.7035061,27/05/2024,3750000000.0,128.0,192.0,2.0,4.0,3.0,,,SHM,3500.0,,
Citra Garden 2,Kebon Jeruk,-6.169179199999999,106.758485,26/05/2024,3000000000.0,120.0,290.0,3.0,3.0,2.0,,,SHM,,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,02/06/2024,2900000000.0,132.0,168.0,2.0,4.0,2.0,,,SHM,1300.0,,
Jakarta Barat,Jakarta,-6.167430899999999,106.7637239,25/05/2024,3100000000.0,120.0,225.0,2.0,3.0,3.0,,,SHM,2200.0,,
Kota Wisata,Ciracas,-6.3809875,106.9614052,02/05/2024,1400000000.0,119.0,90.0,1.0,2.0,1.0,1.0,,HGB,2200.0,Unfurnished,
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,25/05/2024,12000000000.0,420.0,700.0,2.0,6.0,4.0,4.0,4.0,SHM,,Unfurnished,
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,14/03/2024,6500000000.0,248.0,500.0,2.0,4.0,4.0,1.0,1.0,SHM,,,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,07/04/2024,1375000000.0,64.0,120.0,2.0,3.0,3.0,1.0,,SHM,2200.0,Semi Furnished,2022.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,13/04/2024,1397500000.0,65.0,90.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Unfurnished,2021.0
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,07/04/2024,3500000000.0,300.0,276.0,2.0,6.0,5.0,2.0,,SHM,3300.0,Semi Furnished,2013.0
Cipayung,Jakarta Timur,-6.3153539,106.8928693,07/04/2024,1800000000.0,127.0,180.0,2.0,5.0,2.0,1.0,,SHM,1300.0,Unfurnished,
Pesanggrahan,Jakarta Selatan,-6.2365273,106.751266,10/04/2024,6250000000.0,540.0,245.0,2.0,5.0,4.0,2.0,1.0,SHM,2200.0,Unfurnished,2011.0
Tanah Abang,Jakarta Pusat,-6.203972299999999,106.8051365,07/04/2024,9000000000.0,201.0,310.0,2.0,5.0,5.0,1.0,,SHM,4400.0,Unfurnished,2022.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,07/04/2024,4900000000.0,66.0,264.0,5.0,11.0,11.0,,,SHM,,Full Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/04/2024,1850000000.0,80.0,140.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2021.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,10/04/2024,1950000000.0,75.0,75.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Unfurnished,2021.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,10/04/2024,3600000000.0,96.0,150.0,2.0,5.0,5.0,2.0,,SHM,2200.0,Unfurnished,2021.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,10/04/2024,12000000000.0,464.0,700.0,2.0,6.0,5.0,2.0,2.0,SHM,6600.0,Unfurnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,07/04/2024,1700000000.0,73.0,135.0,2.0,4.0,3.0,2.0,,SHM,2200.0,Unfurnished,2022.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,01/04/2024,8000000000.0,385.0,200.0,1.0,5.0,5.0,2.0,,SHM,2200.0,Unfurnished,
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,10/04/2024,3550000000.0,180.0,260.0,2.0,5.0,2.0,3.0,,SHM,2200.0,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/04/2024,3400000000.0,128.0,265.0,2.0,6.0,5.0,1.0,,SHM,2200.0,Unfurnished,2021.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,13/04/2024,1700000000.0,90.0,130.0,2.0,4.0,3.0,1.0,,SHM,2200.0,Unfurnished,2021.0
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,10/04/2024,1100000000.0,61.0,90.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2021.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,07/04/2024,2200000000.0,133.0,180.0,2.0,4.0,4.0,2.0,,SHM,2200.0,Unfurnished,2021.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,07/04/2024,3900000000.0,180.0,220.0,2.0,5.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2022.0
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,07/04/2024,1750000000.0,68.0,100.0,2.0,4.0,3.0,1.0,,SHM,2200.0,Unfurnished,2021.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,07/04/2024,1780000000.0,87.0,120.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Unfurnished,2022.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,07/04/2024,2300000000.0,108.0,160.0,2.0,4.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2022.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/04/2024,2000000000.0,96.0,150.0,2.0,3.0,3.0,1.0,,SHM,1300.0,Unfurnished,2015.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,07/04/2024,3101000000.0,166.0,139.0,2.0,4.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2022.0
Kembangan,Jakarta Barat,-6.1987086,106.741926,01/04/2024,4300000000.0,215.0,184.0,3.0,6.0,4.0,2.0,,SHM,4400.0,Unfurnished,
Tanah Abang,Jakarta Pusat,-6.203972299999999,106.8051365,21/04/2024,7700000000.0,219.0,120.0,1.0,3.0,3.0,1.0,,SHM,,,
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,19/05/2024,9750000000.0,328.0,275.0,2.0,4.0,3.0,2.0,,SHM,2200.0,,1998.0
Townhouse Pesona Indah Ciracas,Ciracas,-6.3202307,106.8820865,16/04/2024,831250000.0,49.0,93.0,3.0,3.0,3.0,,,SHM,,,
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,26/04/2024,30000000000.0,608.0,500.0,2.0,5.0,5.0,4.0,2.0,SHM,11000.0,,2002.0
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,26/04/2024,40000000000.0,793.0,600.0,2.0,4.0,5.0,4.0,4.0,SHM,1100.0,,2010.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,26/04/2024,4500000000.0,180.0,180.0,2.0,2.0,2.0,2.0,,SHM,3500.0,,2002.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,26/04/2024,3000000000.0,138.0,180.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,2002.0
Setia Budi,Jakarta Selatan,-6.2136327,106.8264328,26/04/2024,41000000000.0,436.0,600.0,2.0,4.0,3.0,4.0,2.0,SHM,11000.0,,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,26/04/2024,18000000000.0,1336.0,440.0,2.0,5.0,4.0,6.0,2.0,SHM,11000.0,,1990.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,13/05/2024,2869700760.0,72.0,141.0,3.0,4.0,4.0,2.0,,SHM,3500.0,Unfurnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,13/05/2024,2869700760.0,72.0,141.0,3.0,3.0,4.0,2.0,,SHM,3500.0,Unfurnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,13/05/2024,2869700760.0,72.0,141.0,2.0,4.0,4.0,2.0,,SHM,3500.0,Unfurnished,
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,05/03/2024,700000000.0,70.0,120.0,2.0,3.0,1.0,,,SHM,2000.0,Unfurnished,
Cipayung,Jakarta Timur,-6.3153539,106.8928693,29/05/2024,2945000000.0,114.0,165.0,2.0,3.0,3.0,,,SHM,2200.0,Unfurnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,08/03/2024,16000000000.0,1701.0,350.0,1.0,4.0,4.0,6.0,,AJB,5000.0,,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,17/05/2024,7000000000.0,198.0,198.0,2.0,5.0,3.0,,,AJB,1200.0,Unfurnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,17/05/2024,1100000000.0,76.0,95.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,02/06/2024,18000000000.0,700.0,500.0,2.0,4.0,4.0,2.0,2.0,SHM,,Unfurnished,
Taman Alfa Indah,Kembangan,-6.2215728,106.7530753,12/05/2024,4200000000.0,192.0,280.0,2.0,6.0,4.0,2.0,2.0,SHM,4400.0,Semi Furnished,2011.0
Citra Garden 1,Kali Deres,-6.1498219,106.694431,19/03/2024,2700000000.0,126.0,168.0,2.0,1.0,1.0,,,Lain-lain,,,
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,19/03/2024,2700000000.0,418.0,418.0,1.0,1.0,1.0,,,SHM,,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,30/05/2024,1200000000.0,50.0,68.0,2.0,2.0,1.0,,,SHM,2200.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,19/03/2024,5500000000.0,187.0,250.0,2.0,11.0,2.0,,,SHM,6600.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,23/03/2024,2500000000.0,104.0,144.0,2.0,3.0,2.0,,,SHM,4400.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,31/05/2024,1200000000.0,50.0,68.0,2.0,2.0,2.0,,,SHM,3300.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,19/03/2024,850000000.0,50.0,72.0,2.0,2.0,2.0,,,SHM,,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,27/05/2024,3400000000.0,153.0,304.0,3.0,5.0,4.0,,,SHM,7700.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,25/05/2024,1200000000.0,60.0,88.0,2.0,2.0,2.0,,,HGB,1300.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,25/05/2024,2300000000.0,90.0,310.0,4.0,1.0,4.0,,,SHM,,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,08/03/2024,1475000000.0,56.0,123.0,3.0,2.0,2.0,,,HGB,2200.0,Unfurnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,25/05/2024,6400000000.0,120.0,160.0,2.0,4.0,3.0,,,SHM,5500.0,,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,18/03/2024,3750000000.0,135.0,150.0,2.0,5.0,2.0,,,SHM,2200.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,30/05/2024,1350000000.0,72.0,189.0,3.0,3.0,3.0,,,SHM,2200.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,30/05/2024,5300000000.0,200.0,350.0,2.0,3.0,3.0,,,SHM,3500.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,25/05/2024,1300000000.0,96.0,108.0,1.0,2.0,1.0,,,SHM,,,
Citra Garden 3,Kali Deres,-6.127801,106.7088363,19/03/2024,1800000000.0,96.0,95.0,1.0,2.0,1.0,,,SHM,2200.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,30/05/2024,4000000000.0,250.0,525.0,2.0,5.0,4.0,,,SHM,5500.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,19/03/2024,5500000000.0,250.0,420.0,2.0,3.0,3.0,,,SHM,4400.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,16/03/2024,1800000000.0,90.0,140.0,2.0,2.0,2.0,,,SHM,2200.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,25/05/2024,1600000000.0,75.0,128.0,2.0,3.0,2.0,,,SHM,2200.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,04/03/2024,4000000000.0,142.0,195.0,2.0,2.0,3.0,,,HGB,3500.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,30/05/2024,3500000000.0,120.0,176.0,2.0,2.0,2.0,,,PPJB,,,
KFT,Cengkareng,-6.1352838,106.7256211,22/03/2024,2000000000.0,180.0,180.0,1.0,1.0,1.0,,,SHM,3500.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,19/03/2024,1800000000.0,90.0,132.0,2.0,2.0,2.0,,,SHM,,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,27/05/2024,2400000000.0,90.0,210.0,3.0,4.0,4.0,,,SHM,2200.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,27/05/2024,1550000000.0,50.0,102.0,3.0,2.0,3.0,,,SHM,3500.0,,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,25/05/2024,3400000000.0,240.0,264.0,2.0,3.0,3.0,,,SHM,2200.0,,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,18/03/2024,8000000000.0,306.0,236.0,1.0,3.0,2.0,,,SHM,2200.0,,
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,08/03/2024,7200000000.0,350.0,350.0,2.0,4.0,3.0,,,SHM,7700.0,,
Senen,Jakarta Pusat,-6.195351899999999,106.8498184,19/04/2024,120000000000.0,900.0,635.0,2.0,,,2.0,2.0,SHM,10600.0,Semi Furnished,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,19/04/2024,12500000000.0,417.0,600.0,2.0,11.0,6.0,3.0,,SHM,7700.0,Semi Furnished,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,19/04/2024,18500000000.0,661.0,450.0,2.0,10.0,5.0,2.0,2.0,SHM,3600.0,Semi Furnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,12/05/2024,3100000000.0,312.0,250.0,1.0,7.0,3.0,2.0,,SHM,3500.0,Semi Furnished,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,13/04/2024,18500000000.0,661.0,450.0,2.0,10.0,5.0,2.0,2.0,SHM,3600.0,Semi Furnished,
Menteng,Jakarta Pusat,-6.1937297,106.8392111,13/04/2024,120000000000.0,900.0,635.0,2.0,7.0,5.0,3.0,2.0,SHM,10600.0,Semi Furnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,26/04/2024,6000000000.0,244.0,253.0,2.0,4.0,3.0,2.0,1.0,SHM,3500.0,,2012.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,26/04/2024,12000000000.0,382.0,200.0,1.0,4.0,2.0,2.0,1.0,SHM,2200.0,,1985.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,26/04/2024,18500000000.0,338.0,590.0,2.0,8.0,5.0,2.0,1.0,SHM,3500.0,,1999.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,26/04/2024,1000000000.0,105.0,102.0,2.0,4.0,2.0,,,SHM,2200.0,,2014.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,26/04/2024,3300000000.0,120.0,300.0,3.0,5.0,3.0,1.0,1.0,SHM,4400.0,,2019.0
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,26/04/2024,5500000000.0,350.0,250.0,1.0,5.0,3.0,2.0,1.0,SHM,3300.0,,1999.0
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,26/04/2024,15000000000.0,937.0,300.0,2.0,6.0,5.0,4.0,2.0,SHM,4400.0,,1999.0
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,04/04/2024,1300000000.0,45.0,90.0,2.0,2.0,2.0,,,SHM,1300.0,,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,04/04/2024,1800000000.0,90.0,120.0,2.0,4.0,3.0,,,SHM,2200.0,,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/04/2024,2500000000.0,84.0,125.0,2.0,4.0,3.0,1.0,,SHM,2200.0,Unfurnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/04/2024,3500000000.0,160.0,144.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2015.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,12/04/2024,3500000000.0,131.0,154.0,2.0,4.0,3.0,2.0,,SHM,3500.0,Semi Furnished,
